created_at,text_stopremoved,sentiment_pred,text_stemmed,topic
2025-10-23,org sabar sayang bahlil,Positif,org sabar sayang bahlil,0.0
2025-10-23,liat tiktok golkar isi komennya spam meme bahlil mana like komennya beda jauh banyakan komen,Negatif,liat tiktok golkar isi komennya spam meme bahlil mana like komennya beda jauh banyak komen,0.0
2025-10-23,hiburan gw sekarang meme bahlil,Positif,hibur gw sekarang meme bahlil,1.0
2025-10-23,ospek gw tau bahlil siapa ospek gw msih sibuk onf jinggggg iii fara buzzer,Negatif,ospek gw tau bahlil siapa ospek gw msih sibuk onf jinggggg iii fara buzzer,1.0
2025-10-23,sugi dipenjara gara post meme bahlil mekel sedang disisir ikutan repost,Negatif,sugi penjara gara post meme bahlil mekel sedang sisir ikut repost,1.0
2025-10-23,kecekel gara meme bahlil,Negatif,cekel gara meme bahlil,1.0
2025-10-23,seblm menyisir meme bahlil baik baliho bahlilny pls turunin,Netral,seblm sisir meme bahlil baik baliho bahlilny pls turunin,1.0
2025-10-23,hapus bahlil khasiatnya soalnya,Negatif,hapus bahlil khasiat soal,1.0
2025-10-23,coba dpr bahlil digaji segitu dah tunjangan,Negatif,coba dpr bahlil gaji segitu dah tunjang,1.0
2025-10-23,bahlil,Negatif,bahlil,
2025-10-23,tahu airlangga kamu ngundurkan diri ketum golkarklo kamu kasus expor migoralhasilmasuklah sipendek item selalu gemes prilaku tololnyasi bahlil gatikan airlangga ketum golkarhahaha,Negatif,tahu airlangga kamu ngundurkan diri tum golkarklo kamu kasus expor migoralhasilmasuklah sipendek item selalu gemes prilaku tololnyasi bahlil gatikan airlangga tum golkarhahaha,0.0
2025-10-23,njiir sawan ketempelan bahlil,Netral,njiir sawan tempel bahlil,0.0
2025-10-23,yah elu nyambung kek bahlil,Negatif,yah elu nyambung kek bahlil,2.0
2025-10-23,janganjangan imusama bahlil,Negatif,janganjangan imusama bahlil,0.0
2025-10-23,cie bahlil ranking,Netral,cie bahlil ranking,0.0
2025-10-23,item anying kaya bahlil,Negatif,item anying kaya bahlil,1.0
2025-10-23,tampol ja lil kader main lapor seenak jidatnya jgn lupa tetaplah menjadi bahenol bahlil ethanol tetep lurus berjuang memakmurkan masjid keikhlasan perjuangan berdampak positip,Positif,tampol ja lil kader main lapor enak jidat jgn lupa tetap jadi bahenol bahlil ethanol tetep lurus juang makmur masjid ikhlas juang dampak positip,0.0
2025-10-23,stidaknya setan dibawah bahlil,Negatif,stidaknya setan bawah bahlil,0.0
2025-10-23,gara bahlil,Negatif,gara bahlil,2.0
2025-10-23,untung sirkel jahanam lo sok corporate solid bubar kaga bakal tetap gw berakin second account gitu lo belain dianggap main character cakepan bahlil anjing,Negatif,untung sirkel jahanam lo sok corporate solid bubar kaga bakal tetap gw berakin second account gitu lo bain anggap main character cakep bahlil anjing,1.0
2025-10-23,teruslah menjadi bahenol bahlil ethanol,Negatif,terus jadi bahenol bahlil ethanol,0.0
2025-10-23,tadi ngepost meme bahenol bahlil etanol gw nyimpen,Netral,tadi ngepost meme bahenol bahlil etanol gw nyimpen,2.0
2025-10-23,buah buahan salah ilangin bahlil noh ilangin,Negatif,buah buah salah ilangin bahlil noh ilangin,0.0
2025-10-23,bahlil mana godain,Negatif,bahlil mana godain,0.0
2025-10-23,ani ani gadunnya kayak bahlil mikir kayaknya wkwk,Negatif,ani ani gadunnya kayak bahlil mikir kayak wkwk,1.0
2025-10-23,kayak tweet meme bahlil,Negatif,kayak tweet meme bahlil,1.0
2025-10-23,bahlil ngupil pakek jempol kaki,Negatif,bahlil ngupil pakek jempol kaki,0.0
2025-10-23,meme bahlil w paling ngakak lil bah,Positif,meme bahlil w paling ngakak lil bah,0.0
2025-10-23,hari buka berita perceraian artis paling bener liat meme pak bahlil biar hapy,Netral,hari buka berita cerai artis paling bener liat meme pak bahlil biar hapy,0.0
2025-10-23,faham terkait jabatan publik jgn pejabat publik bahli diributkan bahli pribadi bahlis pejabat dibuli pejabat publik bahlil pejabat publik siapa lihat,Negatif,faham kait jabat publik jgn jabat publik bahli ribut bahli pribadi bahlis jabat dibuli jabat publik bahlil jabat publik siapa lihat,0.0
2025-10-23,brenti ngetawain meme pak bahlil sliweran makin kocak,Positif,brenti ngetawain meme pak bahlil sliweran makin kocak,0.0
2025-10-23,ngechat bahlil jawabnya lama,Negatif,ngechat bahlil jawab lama,1.0
2025-10-23,jokes penjara gegara upload foto bahlil nyangkut trus kepala wkwk,Negatif,jokes penjara gegara upload foto bahlil nyangkut trus kepala wkwk,1.0
2025-10-23,scroll dikit liat bahlil jir,Negatif,scroll dikit liat bahlil jir,2.0
2025-10-23,not my mom randomly saying bahlil menteri wkwkwk,Negatif,not my mom randomly saying bahlil menteri wkwkwk,0.0
2025-10-23,enak diliat anjing bahlil,Negatif,enak liat anjing bahlil,2.0
2025-10-23,akutu pengen nangis liat komen mu malah ketawa knp bahlil disana,Negatif,akutu ken nang liat komen mu malah ketawa knp bahlil sana,2.0
2025-10-23,wah kena peletnya bahlil,Negatif,wah kena pelet bahlil,0.0
2025-10-23,ah kaya bahlil mangapnya,Negatif,ah kaya bahlil mangap,0.0
2025-10-23,maaf bang nyepam bahlil jadinya tl dibilas kali pake tanah,Negatif,maaf bang nyepam bahlil jadi tl bilas kali pake tanah,2.0
2025-10-23,pretty little bahlil loh,Negatif,pretty little bahlil loh,0.0
2025-10-23,akhirnya bahlil girlie notis,Netral,akhir bahlil girlie not,2.0
2025-10-23,buatkan foto bahlil diatas telinganya gede,Netral,buat foto bahlil atas telinga gede,0.0
2025-10-23,lil bahlil,Positif,lil bahlil,
2025-10-23,barca menang besok km stop bahas bahlil,Netral,barca menang besok km stop bahas bahlil,1.0
2025-10-23,berharap bahlil menteri perdagangan terus aturan samsung jual hp samsung apple jual hp iphone brand hp cuma jual hp esia hidayah paket bundling etanol tolol bahlil ratu adil,Negatif,harap bahlil menteri dagang terus atur samsung jual hp samsung apple jual hp iphone brand hp cuma jual hp esia hidayah paket bundling etanol tolol bahlil ratu adil,1.0
2025-10-23,tambang ntar samperin bahlil cok,Netral,tambang ntar samperin bahlil cok,0.0
2025-10-23,lomba mirip bahlil menang org,Positif,lomba mirip bahlil menang org,1.0
2025-10-23,nice idea niru bahlil thankssss berat,Negatif,nice idea niru bahlil thankssss berat,1.0
2025-10-23,isi galeri bahlil cok,Netral,isi galeri bahlil cok,0.0
2025-10-23,mwunya yng kaya bahlil,Positif,mwunya yng kaya bahlil,1.0
2025-10-23,cm hoax bahlil pikir logis dah wawancaranya beneran uda media gede lah apaan anying hoax doang ky gibran,Negatif,cm hoax bahlil pikir logis dah wawancara beneran uda media gede lah apa anying hoax doang ky gibran,0.0
2025-10-23,seriusan golkar mual liat baliho bahlil dimanamana,Negatif,serius golkar mual liat baliho bahlil dimanamana,2.0
2025-10-23,edit polosannya dong tulisan just bahlil pohon beringin,Netral,edit polos dong tulis just bahlil pohon beringin,0.0
2025-10-23,sedang viral booming ancaman tahun penjara penghisap rokok ilegal pembuat meme bahlil semuanya ditujukan rakyat pejabat negara,Negatif,sedang viral booming ancam tahun penjara penghisap rokok ilegal buat meme bahlil semua tuju rakyat jabat negara,1.0
2025-10-23,rp dpt install apk caranya spay plus login akun ffjwvwp job zonauang ran takahashi budiman sudjatmiko gibran bahlil jokowi purbaya anies yati aqua,Netral,rp dpt install apk cara spay plus login akun ffjwvwp job zonauang ran takahashi budiman sudjatmiko gibran bahlil jokowi purbaya anies yati aqua,2.0
2025-10-23,sp sing jawab bahlil,Netral,sp sing jawab bahlil,1.0
2025-10-23,jelas oppa bahlil,Negatif,jelas oppa bahlil,0.0
2025-10-23,akal akalan bahlil,Negatif,akal akal bahlil,
2025-10-23,tadinya bahagia liat bahlil betmut,Positif,tadi bahagia liat bahlil betmut,2.0
2025-10-23,kan polisi bayar tinggal buay meme bahlil sekarang polisi,Netral,kan polisi bayar tinggal buay meme bahlil sekarang polisi,0.0
2025-10-23,tolol bin bahlil grombolan malaikat jadian otak bkep begini saking kotor pikirannya logika g dipakai,Negatif,tolol bin bahlil grombolan malaikat jadi otak bkep begini saking kotor pikir logika g pakai,0.0
2025-10-23,kyai bahlil al golkari,Netral,kyai bahlil al golkari,0.0
2025-10-23,bahlil jir,Netral,bahlil jir,2.0
2025-10-23,apus bahlil ajaa gaa,Netral,apus bahlil ajaa gaa,0.0
2025-10-23,bahlil,Netral,bahlil,
2025-10-23,hujan hujan ngata ngatai bahlil terus kang bakso datang gitu,Negatif,hujan hujan ngata ngatai bahlil terus kang bakso datang gitu,2.0
2025-10-23,jangan repost len meme bahlil,Netral,jangan repost len meme bahlil,1.0
2025-10-23,pertanyaannya kenape punya foto bahlil,Netral,tanya kenape punya foto bahlil,1.0
2025-10-23,coba tanya bahlil,Netral,coba tanya bahlil,
2025-10-23,gara gara bahlil,Negatif,gara gara bahlil,
2025-10-23,gaboleh males katanya males makan temenya bahlil,Negatif,gaboleh males kata males makan temenya bahlil,2.0
2025-10-23,gwe kira bahlil,Negatif,gwe kira bahlil,1.0
2025-10-23,dipantau bahlil,Netral,pantau bahlil,0.0
2025-10-23,bahlil junior wkwk,Negatif,bahlil junior wkwk,1.0
2025-10-23,terus puji bahlil emang golkar peduli,Negatif,terus puji bahlil emang golkar peduli,1.0
2025-10-23,fyp ku akhir akhir isinya jule raisa clara sinta bahlil,Negatif,fyp ku akhir akhir isi jule raisa clara sinta bahlil,2.0
2025-10-23,anjir gw chat mirip bahlil,Negatif,anjir gw chat mirip bahlil,2.0
2025-10-23,ikut kuat wowok bahlil,Negatif,ikut kuat wowok bahlil,0.0
2025-10-23,golkar bahlil berguna rakyat,Negatif,golkar bahlil guna rakyat,0.0
2025-10-23,pendapat urang bahlil asu,Negatif,dapat urang bahlil asu,2.0
2025-10-23,menilai sil dikorbankan menutupi polemik etik sksg melibatkan bahlil lahadalia melalui petisi daring mahasiswa menuntut pembatalan sk penggabungan mendesak diadakannya dialog publik terbuka melibatkan seluruh unsur civitas akademika ui,Netral,nilai sil korban tutup polemik etik sksg libat bahlil lahadalia lalu petisi daring mahasiswa tuntut batal sk gabung desak ada dialog publik buka libat seluruh unsur civitas akademika ui,0.0
2025-10-23,lg nangis scroll tl terus foto bahlil lewat tuh kayak anjing langsung pengen muntah,Negatif,lg nang scroll tl terus foto bahlil lewat tuh kayak anjing langsung ken muntah,1.0
2025-10-23,buta kau yah ketik apa jawab apa bahlil,Negatif,buta kau yah ketik apa jawab apa bahlil,1.0
2025-10-23,bahlil kyai sekarang,Negatif,bahlil kyai sekarang,1.0
2025-10-23,bahlil go to internasional,Positif,bahlil go to internasional,1.0
2025-10-23,ran cakep coba macam bahlil not related please lakilaki weh lakilaki biasa suka ngewe sannasini atlet bosku,Negatif,ran cakep coba macam bahlil not related please lakilaki weh lakilaki biasa suka ngewe sannasini atlet bos,2.0
2025-10-23,lil bahlil cepetan kaos menteri terburuk versi celios tanya kaesang beli mama,Netral,lil bahlil cepetan kaos menteri buruk versi celios tanya kaesang beli mama,0.0
2025-10-23,bahlil noh ancaman keamanan,Netral,bahlil noh ancam aman,1.0
2025-10-23,woi penyepong bahlil,Netral,woi penyepong bahlil,0.0
2025-10-23,candu anj ngirim meme bahlil wkwkwk,Negatif,candu anj ngirim meme bahlil wkwkwk,2.0
2025-10-23,well mendingan humor bahlil tadi kurang ngakak guling guling coba kategori agamanya diganti agama jangan kali lucu sampe kencing kencing,Negatif,well mending humor bahlil tadi kurang ngakak guling guling coba kategori agama ganti agama jangan kali lucu sampe kencing kencing,0.0
2025-10-23,priiiiiit akunnya direport bahlil,Netral,priiiiiit akun direport bahlil,2.0
2025-10-23,bahlil jangan memek baiknya nepalkan,Negatif,bahlil jangan memek baik nepalkan,0.0
2025-10-23,woii bahlil kerja loe nyantai bae,Positif,woii bahlil kerja loe nyantai bae,0.0
2025-10-23,bahlil hebat,Positif,bahlil hebat,0.0
2025-10-23,ganti bahlil,Netral,ganti bahlil,
2025-10-23,negara sel gara bkin meme bahlil,Negatif,negara sel gara bkin meme bahlil,1.0
2025-10-23,jujurly kureng coba humor agama politik pedas lainnya kali bahlil soalnya,Negatif,jujurly reng coba humor agama politik pedas lain kali bahlil soal,0.0
2025-10-23,oktober bnya bahlil,Netral,oktober bnya bahlil,1.0
2025-10-23,oke versi bahlil investasi bahlil melonjak memenya ampg lari polisi cari return nama baik reaksinya gila pedas tambah nama,Negatif,oke versi bahlil investasi bahlil lonjak memenya ampg lari polisi cari return nama baik reaksi gila pedas tambah nama,0.0
2025-10-23,kali tambahkan nama bahlil,Netral,kali tambah nama bahlil,0.0
2025-10-23,males save foto bahlil,Negatif,males save foto bahlil,2.0
2025-10-23,pertama papa makasih keren menanggapi asbun sampe beneran papa jangan lupa jadwalin serumah mayfair gusur bahlil,Netral,pertama papa makasih keren tanggap asbun sampe beneran papa jangan lupa jadwalin rumah mayfair gusur bahlil,0.0
2025-10-23,fans bahlil km,Positif,fans bahlil km,1.0
2025-10-23,cuek sahabat bahlil,Negatif,cuek sahabat bahlil,0.0
2025-10-23,ilangin bahlil hama soalnya,Negatif,ilangin bahlil hama soal,1.0
2025-10-23,tdinya fto bahlil nnti netijen pd muntah,Negatif,tdinya fto bahlil nnti netijen pd muntah,2.0
2025-10-23,p bahlil mania,Positif,p bahlil mania,0.0
2025-10-23,nisa repost meme bahlil mulu ngeri ditangkep jir,Negatif,nisa repost meme bahlil mulu ngeri ditangkep jir,1.0
2025-10-23,napa terbang pake baling baling bahlil,Negatif,napa terbang pake baling baling bahlil,1.0
2025-10-23,mksdnya bahlil apa kak,Netral,mksdnya bahlil apa kak,2.0
2025-10-23,bandung kereeenbahlil no,Positif,bandung kereeenbahlil no,0.0
2025-10-23,plis ngepost foto bahlil dikasi trigger warning dulu,Netral,plis ngepost foto bahlil kasi trigger warning dulu,1.0
2025-10-23,program listrik desa menjangkau lokasi juta calon pelanggan baru rasakan terang indonesia bpbl bantu rumah tangga cahaya listrik simbol kehadiran negara ujar menteri esdm bahlil,Netral,program listrik desa jangkau lokasi juta calon langgan baru rasa terang indonesia bpbl bantu rumah tangga cahaya listrik simbol hadir negara ujar menteri esdm bahlil,0.0
2025-10-23,fwb b bahlil,Netral,fwb b bahlil,
2025-10-23,nungguin sampe ending eh malah mirip bahlil,Negatif,nungguin sampe ending eh malah mirip bahlil,1.0
2025-10-23,jokowi luhut bahlil zulhas and many more,Netral,jokowi luhut bahlil zulhas and many more,2.0
2025-10-23,ngapa bahlil,Netral,ngapa bahlil,0.0
2025-10-23,tetep maap bahlil,Negatif,tetep maap bahlil,0.0
2025-10-23,bahlil beringin,Positif,bahlil beringin,
2025-10-23,bahlil mukanya kaya cuci pake pertalite berarti,Negatif,bahlil muka kaya cuci pake pertalite arti,1.0
2025-10-23,raine bahlil marai gedeg cocote rakaruan,Netral,raine bahlil mara gedeg cocote rakaruan,0.0
2025-10-23,aqil apa bahlil,Netral,aqil apa bahlil,1.0
2025-10-23,bahlil diantara jk ian lesgo,Netral,bahlil antara jk ian lesgo,0.0
2025-10-23,takut bahlil,Negatif,takut bahlil,
2025-10-23,demam mimpi bahlil,Netral,demam mimpi bahlil,2.0
2025-10-23,kinerja buruk dipertahanin harusnya cepat ditenggelamkan macam bahlil,Negatif,kerja buruk dipertahanin harus cepat tenggelam macam bahlil,0.0
2025-10-23,bahlil sie,Negatif,bahlil sie,0.0
2025-10-23,kasoh bahlil tu kak katanya alasan selingkuh ekonomi bahlil kaya timbang sapri,Negatif,kasoh bahlil tu kak kata alas selingkuh ekonomi bahlil kaya timbang sapri,1.0
2025-10-23,bahlil emang goblok kebijakan cuma kacau doang heran dipake setolol bahlil,Negatif,bahlil emang goblok bijak cuma kacau doang heran dipake tolol bahlil,1.0
2025-10-23,anjinggg jovan kuntul keturunan bahlil kahhh,Negatif,anjinggg jovan kuntul turun bahlil kahhh,0.0
2025-10-23,menteri esdm bahlil lahaladia energi sekadar sumber daya hak rakyat,Netral,menteri esdm bahlil lahaladia energi sekadar sumber daya hak rakyat,1.0
2025-10-23,celios bongkar menteri terburuk bahlil minus poin pigai,Netral,celios bongkar menteri buruk bahlil minus poin pigai,0.0
2025-10-23,nusakambangan ak bakal ngomong bahlil sejam sekali,Negatif,nusakambangan ak bakal ngomong bahlil jam sekali,2.0
2025-10-23,bahlil kena azab,Negatif,bahlil kena azab,0.0
2025-10-23,ngapain bahlil,Negatif,ngapain bahlil,2.0
2025-10-23,menteri esdm bahlil lahaladia tegaskan komitmen wujudkan energi rakyat,Netral,menteri esdm bahlil lahaladia tegas komitmen wujud energi rakyat,1.0
2025-10-23,kapan preferensi normal besokbesok ngidam liat bahlil ngentot gibran,Negatif,kapan preferensi normal besokbesok ngidam liat bahlil ngentot gibran,2.0
2025-10-23,meme bahlil lip,Netral,meme bahlil lip,1.0
2025-10-23,asix bahlil menang yey,Netral,asix bahlil menang yey,1.0
2025-10-23,gamau dapet bahlil,Negatif,gamau dapet bahlil,1.0
2025-10-23,lil lil lil bahlil,Positif,lil lil lil bahlil,2.0
2025-10-23,semoga ganteng kayak bahlil,Positif,moga ganteng kayak bahlil,0.0
2025-10-23,keliatan bedanya koordinasi waras org kesurupan bahlil,Negatif,liat beda koordinasi waras org surup bahlil,1.0
2025-10-23,dapatkan bonus install apk caranya spay plus login ffjwvwp promo job zonauang ran takahashi budiman sudjatmiko gibran bahlil purbaya anies wonhan,Netral,dapat bonus install apk cara spay plus login ffjwvwp promo job zonauang ran takahashi budiman sudjatmiko gibran bahlil purbaya anies wonhan,2.0
2025-10-23,delok meme bahlil auto terhibur,Positif,dok meme bahlil auto hibur,1.0
2025-10-23,bahlil lo diem,Negatif,bahlil lo diem,1.0
2025-10-23,kebijakan bahlil kayak cuci pake pertamax,Negatif,bijak bahlil kayak cuci pake pertamax,1.0
2025-10-23,jujur bacanya bahlil,Positif,jujur baca bahlil,1.0
2025-10-23,kunjungi muba menteri esdm bahlil lahadalia pastikan rakyat manfaat langsung sumber daya alam,Netral,kunjung muba menteri esdm bahlil lahadalia pasti rakyat manfaat langsung sumber daya alam,1.0
2025-10-23,jjadi selama kamu suka bahlil joy,Positif,jjadi lama kamu suka bahlil joy,1.0
2025-10-23,bener bahlil sebenarnya ikan busuk kepalanya,Negatif,bener bahlil benar ikan busuk kepala,0.0
2025-10-23,bahlil sawan,Netral,bahlil sawan,0.0
2025-10-23,rp t memperbaiki merenovasi sekolah satu kampung nelayan anggarkan rp miliar berapa kampung nelayan subianto presiden ri bahlil,Netral,rp t baik renovasi sekolah satu kampung nelayan anggar rp miliar berapa kampung nelayan subianto presiden ri bahlil,0.0
2025-10-23,hak rakyat indonesia memilih bbm berkualitas spbu swasta dipites bahlil,Netral,hak rakyat indonesia pilih bbm kualitas spbu swasta dipites bahlil,1.0
2025-10-23,termasuk pencinta bahlil,Negatif,masuk cinta bahlil,1.0
2025-10-23,nangisi ndue menteri bahlil,Netral,nangisi ndue menteri bahlil,0.0
2025-10-23,besok bahlil ultah beliin kaca biar sendiri ngaca,Netral,besok bahlil ultah beliin kaca biar sendiri ngaca,1.0
2025-10-23,luhut listyo erik bahlil dipecat kesulitan megang diluar genggaman semakin liar manuver lakukan pemerintahan,Negatif,luhut listyo erik bahlil pecat sulit megang luar genggam makin liar manuver laku perintah,1.0
2025-10-23,mah caper bahlil,Negatif,mah caper bahlil,2.0
2025-10-23,apaan tiba bahlil,Positif,apa tiba bahlil,2.0
2025-10-23,jarang nulis bahlil meki,Negatif,jarang nulis bahlil mek,0.0
2025-10-23,ati boong dicium bahlil kamu,Negatif,ati boong cium bahlil kamu,1.0
2025-10-23,minta bahlil laporan sendiri jangan diwakili aturannya kan,Netral,minta bahlil lapor sendiri jangan wakil atur kan,1.0
2025-10-23,bahlil siapa ak tanya,Netral,bahlil siapa ak tanya,1.0
2025-10-23,maap ih takut diciduk aparat membully bby bahlil,Negatif,maap ih takut ciduk aparat membully bby bahlil,1.0
2025-10-23,rp dpt install apk caranya spay plus login akun ffjwvwp job tom lembong gibran bahlil jokowi ran takahashi luhut anies pancasila,Netral,rp dpt install apk cara spay plus login akun ffjwvwp job tom lembong gibran bahlil jokowi ran takahashi luhut anies pancasila,2.0
2025-10-23,jahat nyo bby bahlil,Negatif,jahat nyo bby bahlil,0.0
2025-10-23,kata lucu langganan bahlil,Positif,kata lucu langgan bahlil,1.0
2025-10-23,pertamina tempatku beberapa hari pertalite tetanggaku sanggupnya beli pertalite sampe beli pertamax emang bahlil anjg,Negatif,pertamina tempat beberapa hari pertalite tetangga sanggup beli pertalite sampe beli pertamax emang bahlil anjg,1.0
2025-10-23,kocak bahlil,Negatif,kocak bahlil,1.0
2025-10-23,lah bapaknyaraja jawa anaknyapangeran bahlil penjaga kudanya,Netral,lah bapaknyaraja jawa anaknyapangeran bahlil jaga kuda,0.0
2025-10-23,seru ngerokok ilegal meme bahlil melanggar pasal berlapis,Negatif,seru ngerokok ilegal meme bahlil langgar pasal lap,0.0
2025-10-23,bahlil berani pecat,Negatif,bahlil berani pecat,0.0
2025-10-23,mudah melegalkan tambang rakyat menteri bahlil lahadalia memilih jalan berpihak rakyat selama bekerja perlindungan,Positif,mudah legal tambang rakyat menteri bahlil lahadalia pilih jalan pihak rakyat lama kerja lindung,0.0
2025-10-23,diciduk polisi gara meme bahlil bs kokunitas penjara penuh ditaro dmn apa mejanya pak polres,Negatif,ciduk polisi gara meme bahlil bs kokunitas penjara penuh ditaro dmn apa meja pak polres,1.0
2025-10-23,bahlil gibran,Netral,bahlil gibran,2.0
2025-10-23,pakbisa jokowi luhut bahlil zulhas pindahin semuake brazil termulnya apapa disini kasi makan mbg sekalian busuk kepalanya dicopot baru nkri maju,Negatif,pakbisa jokowi luhut bahlil zulhas pindahin semuake brazil termulnya apapa sini kasi makan mbg sekali busuk kepala copot baru nkri maju,0.0
2025-10-23,golkar soal serangan bahlil medsos cenderung framing,Netral,golkar soal serang bahlil medsos cenderung framing,0.0
2025-10-23,tebas bodoh cocok hidup indo nyaingin bahlil jago dikit tar saingan riza chalid,Negatif,tebas bodoh cocok hidup indo nyaingin bahlil jago dikit tar saing riza chalid,0.0
2025-10-23,kata gweh mah kalonyg kuning kasih bahlil,Negatif,kata gweh mah kalonyg kuning kasih bahlil,0.0
2025-10-23,antek antek bahlil,Negatif,antek antek bahlil,0.0
2025-10-23,like vote pacar bahlil,Negatif,like vote pacar bahlil,0.0
2025-10-23,benci karna perangai kinerja mu buruk lil bahlil blog e ram,Negatif,benci karna perangai kerja mu buruk lil bahlil blog e ram,0.0
2025-10-23,sembilan bahlil,Netral,sembilan bahlil,0.0
2025-10-23,bahlil lahadalia,Netral,bahlil lahadalia,
2025-10-23,tenggelamkan golkar biar bahlil lagitenggelam kan lolos parlemen,Negatif,tenggelam golkar biar bahlil lagitenggelam kan lolos parlemen,1.0
2025-10-23,sebenarnya menghina bahlil apa sangkutan agama soalnya patternnya,Negatif,benar hina bahlil apa sangkut agama soal patternnya,0.0
2025-10-23,lho urip kuwi milih milih gebuki bahlil opo gebuki gibran,Negatif,lho urip kuwi milih milih gebuk bahlil opo gebuk gibran,0.0
2025-10-23,kata bahlil kamu top,Negatif,kata bahlil kamu top,1.0
2025-10-23,setua bahlil awokowakoak,Netral,tua bahlil awokowakoak,0.0
2025-10-23,bahlil slingkuh bin,Negatif,bahlil slingkuh bin,0.0
2025-10-23,lagian bacot mulut sumpel pake pala bahlil,Negatif,lagi bacot mulut sumpel pake pala bahlil,1.0
2025-10-23,bahlil stop lewat beranda ku y merusak mut,Netral,bahlil stop lewat beranda ku y rusak mut,0.0
2025-10-23,luar biasa kanda bahli kata neymar vamos kanda bahlil vamos,Positif,luar biasa kanda bahli kata neymar vamos kanda bahlil vamos,0.0
2025-10-23,semalem mimpi prawowo teddy seharian tantrum badmood salahin selalu ngirim meme bahlil,Negatif,semalem mimpi prawowo teddy hari tantrum badmood salahin selalu ngirim meme bahlil,2.0
2025-10-23,nder malemnya liat video meme bahlil paginya demam tinggi,Netral,nder malemnya liat video meme bahlil pagi demam tinggi,1.0
2025-10-23,minuman jutaan diminum bahlil kaya minuman murah,Positif,minum juta minum bahlil kaya minum murah,1.0
2025-10-23,golkar malu punya ketum kayak bahlil,Negatif,golkar malu punya tum kayak bahlil,0.0
2025-10-23,mantap mas bahlil tu akh g,Negatif,mantap mas bahlil tu akh g,1.0
2025-10-23,tw bahlil ganteng,Positif,tw bahlil ganteng,2.0
2025-10-23,tiktoknya golkar kolom komennya isinya bahlil,Negatif,tiktoknya golkar kolom komennya isi bahlil,0.0
2025-10-23,awoakwoakwok bahlil,Negatif,awoakwoakwok bahlil,0.0
2025-10-23,kisah perjalanan hidup kinerja menteri bahlil lahadalia nyaris menderita busung lapar via,Netral,kisah jalan hidup kerja menteri bahlil lahadalia nyaris derita busung lapar via,0.0
2025-10-23,gitu meskipun salah jangan gitu nah bahlil tuh,Negatif,gitu meski salah jangan gitu nah bahlil tuh,0.0
2025-10-23,absen satu almamater bahlil gw,Netral,absen satu almamater bahlil gw,2.0
2025-10-23,suka sekarang trigger warningtw bahlil emang triggering doi,Positif,suka sekarang trigger warningtw bahlil emang triggering doi,1.0
2025-10-23,alamakkk jolimmm padahal cukup banyak protes anti protes kayanya kaya bahlil,Negatif,alamakkk jolimmm padahal cukup banyak protes anti protes kaya kaya bahlil,1.0
2025-10-23,tenangin bahlil stat,Negatif,tenangin bahlil stat,0.0
2025-10-23,bahlil bahlul bahbahno wes,Netral,bahlil bahlul bahbahno wes,1.0
2025-10-23,bahlil menteri seranglah kebijakannya mungkin pernyataannya dianggap kontrversial menyerang terkait fisiknya sebaiknya jangan,Negatif,bahlil menteri serang bijak mungkin nyata anggap kontrversial serang kait fisik baik jangan,0.0
2025-10-23,bahlil ka folow,Netral,bahlil ka folow,2.0
2025-10-23,lucu x meme bahlil akun golkar,Netral,lucu x meme bahlil akun golkar,0.0
2025-10-23,jelas meme,Positif,jelas meme,0.0
2025-10-23,antek bahlil kayaa mangkaa dengerin protes,Negatif,antek bahlil kayaa mangkaa dengerin protes,0.0
2025-10-23,coret bahlil pigai tim coach,Netral,coret bahlil pigai tim coach,2.0
2025-10-23,video momen tak terduga presiden brasil lula tepuktepuk bahlil depan,Netral,video momen tak duga presiden brasil lula tepuktepuk bahlil depan,0.0
2025-10-23,daftar ios temen bahlil,Netral,daftar ios temen bahlil,0.0
2025-10-23,ketempelan bahlil,Negatif,tempel bahlil,0.0
2025-10-23,boneka bahlil beli kak,Netral,boneka bahlil beli kak,2.0
2025-10-23,congraduation jessie pokoknya lancar terus kedepannya semoga kamu makin disayang bahlil,Positif,congraduation jessie pokok lancar terus depan moga kamu makin sayang bahlil,1.0
2025-10-23,bln bayarin idupnya bahlil gw,Negatif,bln bayarin idupnya bahlil gw,2.0
2025-10-23,anying mana gua kemaren mimpi bahlil,Netral,anying mana gua kemaren mimpi bahlil,2.0
2025-10-23,mantebbb semoga dapet bahlil,Negatif,mantebbb moga dapet bahlil,0.0
2025-10-23,tai ngejar apaan dikejar bahlil jujur,Negatif,tai ngejar apa kejar bahlil jujur,1.0
2025-10-23,nder mimpi mirip beberapa hari lalu mimpi direbutin bahlil suami gepengku masa,Negatif,nder mimpi mirip beberapa hari lalu mimpi direbutin bahlil suami gepeng masa,2.0
2025-10-23,ngisi bensin pertamina antrinya separah kata bahlil liat buktinya masyarakat percaya pertamina,Negatif,ngisi bensin pertamina antri parah kata bahlil liat bukti masyarakat percaya pertamina,0.0
2025-10-23,rp dpt install apk caranya spay plus login akun ffjwvwp job zonauang ran takahashi budiman sudjatmiko gibran bahlil purbaya anies dedi mulyadi,Netral,rp dpt install apk cara spay plus login akun ffjwvwp job zonauang ran takahashi budiman sudjatmiko gibran bahlil purbaya anies dedi mulyadi,2.0
